TCS #, Main , Midblock Route , Side 1 Route , Side 2 Route ,Activation Date,Latitude,Longitude,Count Date,8 Peak Hr Vehicle Volume,8 Peak Hr Pedestrian Volume
232, LAKE SHORE BLVD W ,, MIMICO AVE , PRIVATE ACCESS ,01/31/1958,43.613712000,-79.489287000,11-25-2015,7610,2022
233, LAKE SHORE BLVD W ,, ROYAL YORK RD ,,01/01/1960,43.603628700,-79.493109000,06-11-2016,7179,400
234, LAKE SHORE BLVD W ,, THIRD ST ,,01/31/1958,43.601723300,-79.500725000,11-12-2015,7960,1409
235, JANE ST ,, 400 S JANE ST RAMP , JANE ST BLACK CR S RAMP ,06/07/1981,43.711040775,-79.505969882,06-16-2011,26623,186
236, LAKE SHORE BLVD W ,, TENTH ST ,,01/31/1958,43.600006300,-79.508604000,02-19-2014,7847,1503
237, LAKE SHORE BLVD W ,, KIPLING AVE , COLONEL SAMUEL SMITH PARK DR ,01/01/1957,43.598158100,-79.516936000,05-14-2016,16881,1076
238, LAKE SHORE BLVD W ,, TWENTY SECOND ST ,,01/31/1958,43.597212100,-79.521281000,01-29-2014,15944,2967
239, LAKE SHORE BLVD W ,, THIRTIETH ST ,,01/31/1958,43.595329600,-79.529673300,02-18-2014,11260,638
240, LAKE SHORE BLVD W ,, LONG BRANCH AVE , PRIVATE ACCESS ,01/31/1958,43.594339100,-79.533932000,04-25-2016,11202,786
241, LAKE SHORE BLVD W ,, THIRTY SEVENTH ST , PRIVATE ACCESS ,01/31/1958,43.593382000,-79.538092000,11-12-2015,13675,1763
242, LAKE SHORE BLVD W ,, BROWNS LINE ,,02/23/1960,43.592354742,-79.542584717,06-11-2016,12072,987
243, LAKE SHORE BLVD W , 127m EAST OF , BROW DR , PRIVATE ACCESS ,01/31/1958,43.591686475,-79.543821216,11-12-2015,10946,280
244, PARLIAMENT ST ,, FRONT ST E ,,11/17/1948,43.651551400,-79.362731000,11-08-2011,14319,1680
245, KING ST E ,, PARLIAMENT ST ,,11/17/1948,43.652720700,-79.363216000,08-13-2013,10781,2650
246, QUEEN ST E ,, PARLIAMENT ST ,,08/15/1982,43.655609300,-79.364434000,07-28-2009,10563,4769
247, PARLIAMENT ST ,, SHUTER ST ,,05/11/1953,43.656946400,-79.364973000,07-29-2009,8907,2584
248, DUNDAS ST E ,, PARLIAMENT ST ,,04/07/1939,43.659443800,-79.365987000,04-18-2015,11666,6698
249, PARLIAMENT ST ,, GERRARD ST E ,,11/17/1948,43.661955700,-79.367007000,05-26-2011,13840,4702
250, PARLIAMENT ST ,, CARLTON ST ,,10/22/1948,43.664268600,-79.367958000,01-21-2017,8226,7385
251, PARLIAMENT ST ,, WELLESLEY ST E ,,06/09/1950,43.668161000,-79.369537000,08-10-2013,12878,4674
252, BLOOR ST E ,, PARLIAMENT ST ,,03/01/1951,43.672016000,-79.370764000,04-22-2017,17264,481
253, SHERBOURNE ST ,, FRONT ST E ,,11/18/1948,43.650382000,-79.367892000,08-05-2009,13597,4256
254, KING ST E ,, SHERBOURNE ST ,,11/22/1948,43.651281700,-79.368252000,08-10-2010,10293,4473
255, SHERBOURNE ST ,, ADELAIDE ST E ,,03/21/1962,43.652149200,-79.368634000,12-02-2015,11996,5275
256, SHERBOURNE ST ,, RICHMOND ST E ,,03/16/1962,43.653379600,-79.369114000,12-02-2015,14364,5606
257, QUEEN ST E ,, SHERBOURNE ST ,,09/17/1928,43.654531300,-79.369440000,07-12-2012,11522,4268
258, DUNDAS ST E ,, SHERBOURNE ST ,,12/21/1927,43.658303800,-79.371000000,04-13-2015,11697,5541
259, SHERBOURNE ST ,, GERRARD ST E ,,10/20/1948,43.661228000,-79.372218000,11-19-2009,15254,2040
260, SHERBOURNE ST ,, CARLTON ST ,,07/13/1941,43.663196500,-79.373038000,01-21-2017,8143,4328
261, SHERBOURNE ST ,, WELLESLEY ST E ,,10/19/1948,43.667066400,-79.374656000,09-04-2012,13302,4262
262, BLOOR ST E ,, SHERBOURNE ST , SHERBOURNE ST N ,09/08/1928,43.672317400,-79.376838000,04-22-2017,15339,6308
263, FRONT ST W ,, SIMCOE ST , LOWER SIMCOE ST ,05/13/1960,43.644754700,-79.384981000,06-16-2015,11290,31351
264, SIMCOE ST ,, WELLINGTON ST W ,,05/13/1960,43.646092900,-79.385564000,02-02-2017,9034,17868
265, DUNDAS ST W ,, MC CAUL ST ,,02/12/1952,43.654313000,-79.391437000,04-13-2015,10100,11071
266, DUNDAS ST W ,, BEVERLEY ST ,,09/30/1948,43.653810400,-79.393832000,03-28-2013,11610,4911
267, RICHMOND ST W ,, DUNCAN ST ,,12/14/1965,43.649514600,-79.389134000,07-11-2012,8831,5417
268, RICHMOND ST W ,, PETER ST ,,12/14/1965,43.648425800,-79.393259000,08-18-2015,9004,7477
269, RICHMOND ST W ,, JOHN ST ,,11/26/1963,43.649152700,-79.390765000,06-13-2017,8435,14291
270, ADELAIDE ST W ,, PETER ST ,,12/11/1963,43.647301100,-79.392799000,08-18-2015,10387,9463
271, BLOOR ST W ,, ST GEORGE ST ,,07/31/1928,43.667509800,-79.399815000,01-11-2018,12249,20185
272, SPADINA AVE ,, FRONT ST W ,,12/29/1943,43.642707900,-79.393895000,09-17-2016,19268,4619
273, SPADINA AVE ,, KING ST W ,,06/14/1928,43.645450500,-79.395002000,09-17-2016,17090,14705
274, SPADINA AVE ,, ADELAIDE ST W ,,12/06/1941,43.646721800,-79.395533000,09-17-2016,16256,7818
275, SPADINA AVE ,, RICHMOND ST W ,,12/14/1961,43.647901800,-79.396023000,09-17-2016,14558,9693
276, SPADINA AVE ,, QUEEN ST W ,,06/15/1927,43.648731500,-79.396364000,09-17-2016,15709,19460
277, SPADINA AVE ,, DUNDAS ST W ,,09/09/1929,43.652937100,-79.398015000,04-11-2015,11107,26960
278, SPADINA AVE ,, NASSAU ST ,,05/31/1952,43.655859000,-79.399205000,08-22-2012,6586,7440
279, SPADINA AVE ,, COLLEGE ST ,,06/28/1928,43.657939900,-79.400059000,01-14-2017,14353,10810
280, SPADINA AVE ,, HARBORD ST ,,03/12/1948,43.663064600,-79.402104000,02-07-2012,17579,7679
281, BLOOR ST W ,, SPADINA AVE , SPADINA RD ,07/23/1928,43.666655100,-79.403803000,01-24-2018,16003,16470
282, BAYVIEW AVE ,, ROSEDALE VALLEY RD ,,09/27/1961,43.670234700,-79.360193000,10-07-2013,17633,3
283, DUNDAS ST E ,, COXWELL AVE ,,08/28/1953,43.668659600,-79.317522200,04-13-2015,11544,1007
284, DUNDAS ST E ,, WOODFIELD RD ,,05/30/1955,43.667827100,-79.322316000,04-02-2015,8142,834
285, DUNDAS ST E ,, GREENWOOD AVE ,,06/22/1954,43.667576700,-79.326601000,04-13-2015,11219,1168
286, DUNDAS ST E ,, LESLIE ST ,,01/02/1956,43.666733700,-79.331711000,04-22-2013,7585,992
287, DUNDAS ST E ,, JONES AVE ,,08/23/1954,43.666163300,-79.334282000,04-02-2015,12020,1377
288, DUNDAS ST E ,, PAPE AVE ,,05/30/1955,43.665391000,-79.339234000,04-02-2015,10320,1072
289, DUNDAS ST E ,, CARLAW AVE ,,01/17/1955,43.664824500,-79.341597000,04-13-2015,13161,1241
290, DUNDAS ST E ,, LOGAN AVE ,,10/26/1955,43.663931000,-79.343869000,04-07-2015,9975,821
291, DUNDAS ST E ,, BOULTON AVE ,,08/26/1958,43.663184900,-79.348202000,04-02-2015,9276,1155
292, BROADVIEW AVE ,, DUNDAS ST E ,,10/14/1948,43.662445600,-79.351357000,04-13-2015,11422,2259
293, DUNDAS ST E ,, RIVER ST ,,03/13/1953,43.661190200,-79.358131000,04-14-2015,14073,1407
294, DANFORTH AVE ,, BROADVIEW AVE ,,07/16/1928,43.676196400,-79.358828000,11-29-2017,19400,12023
295, BLOOR ST E ,, CASTLE FRANK RD , PRIVATE ACCESS ,12/12/1952,43.673835500,-79.368120000,04-22-2017,16611,1040
296, BATHURST ST ,, QUEEN ST W ,,06/15/1928,43.647197300,-79.403991000,09-17-2016,14588,10895
297, BATHURST ST ,, FRONT ST W ,,10/27/1950,43.640732000,-79.401378000,09-17-2016,12726,830
298, BATHURST ST ,, RICHMOND ST W ,,03/10/1961,43.646453000,-79.403717000,08-18-2015,11748,3918
299, LAKE SHORE BLVD W ,, FLEET ST , BASTION ST ,02/07/1957,43.635709200,-79.403524000,05-26-2011,20230,132
300, COLLEGE ST ,, BATHURST ST ,,01/31/1928,43.656469000,-79.407705000,04-11-2015,14329,8776
301, EASTERN AVE ,, COXWELL AVE ,,12/14/1955,43.665504500,-79.316201000,05-09-2016,12217,533
302, EASTERN AVE ,, LESLIE ST ,,06/29/1950,43.661559800,-79.329482000,06-11-2016,12068,1535
303, BATHURST ST ,, HARBORD ST ,,03/09/1929,43.661515200,-79.409748000,04-18-2015,15337,3012
304, BATHURST ST ,, BARTON AVE ,,12/13/1957,43.668148100,-79.412374000,06-10-2014,19364,2617
305, BATHURST ST ,, DUPONT ST ,,03/06/1939,43.673140000,-79.414344000,04-11-2015,20173,1975
306, BATHURST ST ,, NINA ST ,,05/10/1949,43.679812300,-79.416990000,04-01-2015,17065,840
307, BATHURST ST ,, LONSDALE RD , CLAXTON BLVD ,01/01/1955,43.687185000,-79.419939000,04-07-2015,17157,508
308, BATHURST ST ,, BURTON RD , STRATHEARN RD ,04/03/1960,43.691917400,-79.421873000,04-01-2015,19676,345
309, BATHURST ST ,, ROSELAWN AVE , ELM RIDGE DR ,01/01/1967,43.705204700,-79.426346000,10-22-2012,17781,782
310, BATHURST ST ,, BRIAR HILL AVE ,,01/01/1967,43.707900800,-79.427022000,04-01-2015,20567,572
311, BATHURST ST ,, VIEWMOUNT AVE ,,06/09/1962,43.710496000,-79.427686000,03-31-2015,18617,924
312, BATHURST ST ,, GLENCAIRN AVE ,,01/10/1956,43.712327100,-79.428131000,04-11-2015,15498,1482
313, BATHURST ST ,, SHELBOURNE AVE ,,10/22/1962,43.715980600,-79.428973000,03-31-2015,19333,1139
314, BATHURST ST ,, SARANAC BLVD ,,09/18/1961,43.723083300,-79.430627000,03-31-2015,17368,687
315, BATHURST ST ,, PRINCE CHARLES DR , FAIRLAWN AVE ,01/31/1958,43.724954800,-79.431053000,04-26-2012,17900,396
316, BATHURST ST ,, RANEE AVE ,,04/08/1970,43.726958100,-79.431513000,04-11-2015,12621,666
317, BATHURST ST ,, NEPTUNE DR ,,01/31/1958,43.731534000,-79.432603000,02-26-2015,18391,991
318, BATHURST ST ,, JOICEY BLVD , MARQUETTE AVE ,01/01/1959,43.733996500,-79.433194000,02-28-2018,19525,1340
319, SHERBOURNE ST ,, SHUTER ST ,,10/11/1953,43.656171100,-79.370091000,07-21-2009,9862,3786
320, BATHURST ST ,, WILSON AVE ,,09/14/1956,43.737360900,-79.434006000,03-28-2015,25136,6296
321, BLOOR ST W ,, BATHURST ST ,,04/07/1928,43.665132000,-79.411205000,01-10-2018,17508,12167
322, BLOOR ST W ,, CHRISTIE ST , GRACE ST ,11/14/1955,43.663460400,-79.418837000,01-10-2018,9761,5757
323, BLOOR ST W ,, SHAW ST ,,12/09/1929,43.662501100,-79.423253700,01-10-2018,8690,2426
324, BLOOR ST W ,, DOVERCOURT RD ,,06/28/1928,43.661163000,-79.429430900,05-05-2010,14725,2966
325, DUFFERIN ST ,, BLOOR ST W ,,09/09/1929,43.659876500,-79.435333000,06-11-2016,20038,12277
326, BLOOR ST W ,, LANSDOWNE AVE ,,06/29/1928,43.658346500,-79.442714000,05-18-2010,17274,3872
327, DUNDAS ST W ,, BLOOR ST W ,,03/07/1928,43.656307900,-79.452406000,04-11-2015,19755,5303
328, BLOOR ST W ,, KEELE ST , PARKSIDE DR ,02/08/1928,43.654685600,-79.459966000,01-12-2017,24538,3018
329, BLOOR ST W ,, HIGH PARK AVE , COLBORNE LODGE DR ,07/14/1941,43.653515400,-79.465232000,01-12-2017,13028,1996
330, BLOOR ST W ,, CLENDENAN AVE ,,12/12/1952,43.652502400,-79.470007000,01-12-2017,12170,1826
331, BLOOR ST W ,, RUNNYMEDE RD ,,08/31/1929,43.651147800,-79.476227000,01-12-2017,14213,11632
332, BLOOR ST W ,, WINDERMERE AVE ,,09/14/1952,43.650263400,-79.480401700,01-19-2017,13640,5135
333, BLOOR ST W ,, JANE ST ,,09/12/1948,43.649331200,-79.484452000,01-12-2017,17570,3485
334, BLOOR ST W ,, SOUTH KINGSWAY ,,01/01/1967,43.648304000,-79.485695000,02-22-2017,18595,1640
335, BLOOR ST W ,, OLD MILL TRL ,,01/31/1958,43.649642700,-79.495413000,01-12-2017,15806,496
336, BLOOR ST W ,, THE KINGSWAY , OLD MILL RD ,03/08/1961,43.650062900,-79.499278000,01-12-2017,13797,213
337, BLOOR ST W ,, PRINCE EDWARD DR N , PRINCE EDWARD DR S ,01/31/1958,43.648666500,-79.505433000,05-18-2010,21167,1187
338, BLOOR ST W ,, ROYAL YORK RD ,,12/12/1958,43.647343800,-79.511352000,10-06-2014,23173,3056
339, BLOOR ST W ,, ISLINGTON AVE ,,01/01/1958,43.644658600,-79.523399000,05-03-2014,25266,1833
340, BLOOR ST W , 47m EAST OF , JACKSON AVE ,,01/31/1958,43.648028900,-79.508356000,05-11-2011,13796,722
341, BLOOR ST W ,, OSSINGTON AVE ,,06/15/1928,43.661970900,-79.425612200,01-10-2018,15518,8063
342, DANFORTH AVE ,, CHESTER AVE ,,01/06/1976,43.677544600,-79.351941000,05-12-2015,10312,4132
343, DANFORTH AVE ,, LOGAN AVE ,,07/14/1928,43.677970400,-79.349668000,05-12-2015,11526,6884
344, DANFORTH AVE ,, CARLAW AVE ,,02/01/1952,43.678417500,-79.347315000,03-17-2014,10706,3431
345, DANFORTH AVE ,, PAPE AVE ,,07/13/1928,43.678903500,-79.344862000,04-22-2017,18115,14052
346, DANFORTH AVE ,, JONES AVE ,,03/19/1945,43.679843300,-79.340118000,05-12-2015,13163,2832
347, DANFORTH AVE ,, DONLANDS AVE ,,08/19/1953,43.680404900,-79.337270000,05-07-2015,13674,4429
348, DANFORTH AVE ,, GREENWOOD AVE ,,12/07/1928,43.681482400,-79.332340000,05-07-2015,15446,3536
349, DANFORTH AVE ,, COXWELL AVE ,,11/07/1928,43.683397900,-79.323565000,05-07-2015,19534,7267
350, DANFORTH AVE ,, GLEBEMOUNT AVE ,,05/16/1957,43.684655800,-79.317708000,04-22-2014,11852,1152
351, DANFORTH AVE ,, WOODBINE AVE ,,10/07/1928,43.685671200,-79.312749000,01-17-2018,19125,5227
352, DANFORTH AVE ,, GLEDHILL AVE , PATRICIA DR ,01/27/1953,43.686685600,-79.308555000,05-07-2015,12852,1663
353, MAIN ST ,, DANFORTH AVE ,,05/07/1928,43.688158700,-79.301805000,05-09-2015,15646,7102
354, DANFORTH AVE ,, DAWES RD ,,09/12/1948,43.689340800,-79.296806000,01-07-2014,13932,1414
355, DANFORTH AVE ,, VICTORIA PARK AVE ,,01/31/1958,43.691236600,-79.288311000,05-09-2015,21459,5470
356, DANFORTH AVE ,, PHARMACY AVE ,,01/11/1956,43.692320800,-79.283369000,03-18-2014,16757,831
357, DANFORTH AVE ,, DANFORTH RD ,,01/03/1965,43.693685100,-79.277105000,06-06-2016,13682,113
358, DANFORTH AVE ,, WARDEN AVE ,,01/01/1957,43.694367800,-79.273638000,05-06-2015,16187,488
359, DANFORTH AVE ,, BIRCHMOUNT RD ,,01/31/1958,43.696986800,-79.263990000,05-09-2015,10152,230
360, CLONMORE DR ,, HOLLIS AVE , WARDEN AVE ,01/31/1958,43.692865700,-79.273039000,11-25-2009,11986,138
361, GERRARD ST E ,, VICTORIA PARK AVE ,,01/04/1953,43.686911500,-79.286560000,08-28-2013,18821,1343
362, GERRARD ST E ,, MALVERN AVE ,,04/20/1960,43.685154300,-79.294787000,04-24-2012,11353,300
363, GERRARD ST E ,, MAIN ST ,,12/20/1948,43.683970000,-79.300173000,05-07-2014,16181,1627
364, GERRARD ST E ,, GLENMOUNT PARK RD ,,07/07/1988,43.682669500,-79.306033000,08-31-2017,8606,348
365, GERRARD ST E ,, WOODBINE AVE ,,03/01/1948,43.680857800,-79.310780000,06-27-2017,16958,1499
366, GERRARD ST E ,, BOWMORE RD ,,04/08/1958,43.678078100,-79.315011000,01-04-2010,5543,513
367, COXWELL AVE ,, FAIRFORD AVE , GERRARD ST E ,06/22/1959,43.675329200,-79.320299000,05-09-2016,10215,1892
368, COXWELL AVE ,, GERRARD ST E , EASTWOOD RD ,02/23/1942,43.672893600,-79.319285000,05-09-2016,10418,5069
369, GERRARD ST E ,, GREENWOOD AVE ,,10/15/1948,43.670914700,-79.327997000,01-20-2010,12563,2050
370, GERRARD ST E ,, JONES AVE ,,01/30/1952,43.669218100,-79.335596000,01-21-2010,11491,2189
371, GERRARD ST E ,, PAPE AVE ,,07/09/1929,43.668130600,-79.340405000,01-02-2018,9482,2677
372, GERRARD ST E ,, CARLAW AVE ,,06/10/1948,43.667623300,-79.342753000,10-01-2012,14270,3177
373, GERRARD ST E ,, LOGAN AVE ,,05/05/1952,43.667097500,-79.345175000,07-30-2015,9363,2688
374, BROADVIEW AVE ,, GERRARD ST E ,,08/15/1928,43.665479300,-79.352604000,03-12-2012,10982,5053
375, DANFORTH RD ,, KENNEDY RD ,,11/02/1964,43.714791300,-79.260862000,06-11-2016,9900,91
376, DANFORTH RD ,, MACK AVE ,,03/02/1965,43.700172900,-79.272720000,06-08-2015,8898,164
377, DANFORTH RD ,, MIDLAND AVE ,,03/19/1962,43.724859000,-79.253982000,06-11-2016,12456,839
378, DANFORTH RD ,, BRIMLEY RD ,,09/20/1960,43.735179700,-79.247409000,06-11-2016,15225,560
379, EGLINTON AVE E ,, DANFORTH RD ,,01/01/1960,43.737096300,-79.246256000,06-11-2016,22844,1340
380, LAWRENCE AVE E ,, MCCOWAN RD ,,02/11/1960,43.755537900,-79.245446000,05-02-2015,28053,2239
381, DAVENPORT RD ,, BEDFORD RD ,,10/25/1960,43.674462100,-79.399843000,07-29-2010,17560,1271
382, DAVENPORT RD ,, DUPONT ST ,,08/19/1929,43.675791900,-79.402557000,06-11-2016,15220,1769
383, DAVENPORT RD ,, KENDAL AVE , WALMER RD ,11/19/1948,43.676832700,-79.410337000,04-30-2012,19157,1078
384, BATHURST ST ,, DAVENPORT RD ,,08/28/1929,43.676696900,-79.415765000,04-11-2015,20361,657
385, DAVENPORT RD ,, CHRISTIE ST ,,10/16/1929,43.675577500,-79.423041000,08-03-2011,12464,866
386, DAVENPORT RD ,, OSSINGTON AVE ,,11/19/1948,43.674695800,-79.430924000,03-14-2016,12077,431
387, DAVENPORT RD ,, OAKWOOD AVE ,,06/06/1960,43.674395100,-79.433746000,09-22-2011,15267,974
388, DUFFERIN ST ,, DAVENPORT RD ,,09/23/1943,43.672983800,-79.440961000,06-11-2016,19252,1293
389, DAVENPORT RD ,, LANSDOWNE AVE ,,10/19/1948,43.671558800,-79.448265000,08-08-2011,13178,1151
390, DAVENPORT RD ,, CALEDONIA PARK RD ,,09/22/1960,43.671083500,-79.451069000,05-04-2011,13876,159
391, OLD WESTON RD ,, DAVENPORT RD ,,12/06/1959,43.671091300,-79.462297000,04-23-2015,8478,144
392, ST CLAIR AVE E ,, DANFORTH RD ,,10/24/1961,43.716862700,-79.259873000,04-22-2017,20237,420
393, WESTON RD ,, TORYORK DR , PRIVATE ACCESS ,12/20/1978,43.753277000,-79.542691300,06-08-2009,14923,695
394, ROGERS RD ,, KEELE ST ,,01/31/1958,43.682163300,-79.471576000,04-16-2016,16248,3586
395, WESTON RD ,, ROGERS RD , PRIVATE ACCESS ,01/31/1958,43.681591000,-79.476745000,11-15-2012,24380,2705
396, AVENUE RD ,, 401 C W AVENUE RD RAMP ,,10/22/1964,43.743204452,-79.424154460,11-08-2011,13653,75
397, LAWRENCE AVE E ,, SCARBOROUGH GOLF CLUB RD ,,06/22/1966,43.761852000,-79.215817000,07-30-2008,18423,800
398, LAWRENCE AVE E ,, BURNVIEW CRES , PRIVATE ACCESS ,05/19/1966,43.756654800,-79.240202000,03-07-2011,17430,849
399, LAWRENCE AVE W ,, BENTON RD ,,02/22/1966,43.710300200,-79.471898000,08-02-2011,19469,938
400, LESLIE ST ,, LAWRENCE AVE E ,,11/15/1958,43.734534000,-79.355951000,05-03-2014,28979,352
401, LAWRENCE AVE E ,, THE DONWAY W ,,11/15/1958,43.736490700,-79.346527000,02-28-2013,21144,1538
402, LAWRENCE AVE E ,, DON MILLS RD ,,01/31/1958,43.737159300,-79.343417000,02-17-2009,30555,2471
403, LAWRENCE AVE E ,, THE DONWAY E ,,08/28/1961,43.737688400,-79.340967000,07-06-2010,22686,1260
404, LAWRENCE AVE E ,, UNDERHILL DR , RAILSIDE RD ,12/11/1963,43.740785100,-79.324654000,10-26-2009,28290,775
405, DANFORTH AVE , 485m EAST OF , BIRCHMOUNT RD , PRIVATE ACCESS ,01/13/1965,43.699061722,-79.258600473,10-26-2009,8736,140
406, LAWRENCE AVE E ,, CURLEW DR , RAILSIDE RD ,05/07/1962,43.741182400,-79.319245000,11-24-2009,27922,1144
407, LAWRENCE AVE E ,, VICTORIA PARK AVE ,,08/04/1960,43.742111600,-79.309773000,10-06-2016,39515,4699
408, LAWRENCE AVE E ,, PHARMACY AVE ,,11/18/1958,43.743220000,-79.304627000,02-06-2018,46260,1965
409, LAWRENCE AVE E ,, WARDEN AVE ,,01/31/1958,43.745377600,-79.294750000,05-06-2015,36985,2352
410, LAWRENCE AVE E ,, BIRCHMOUNT RD ,,02/03/1969,43.747500000,-79.284820000,12-10-2016,28213,1125
411, LAWRENCE AVE E , 144m EAST OF , CANLISH RD , PRIVATE ACCESS ,07/13/1965,43.748536389,-79.279718846,10-20-2008,18751,861
412, LAWRENCE AVE E ,, KENNEDY RD ,,01/31/1958,43.749540000,-79.274930000,09-30-2013,33852,2846
413, LAWRENCE AVE E ,, MIDLAND AVE ,,12/11/1961,43.751570000,-79.265030000,01-09-2017,28584,2163
414, LAWRENCE AVE E ,, BRIMLEY RD ,,06/01/1960,43.753490000,-79.255361000,01-09-2017,28408,818
415, LAWRENCE AVE E ,, BARRYMORE RD ,,08/11/1961,43.754300000,-79.251530000,02-02-2012,16451,565
416, LAWRENCE AVE E ,, BELLAMY RD N ,,03/28/1962,43.757730000,-79.235250000,09-21-2010,27182,1329
417, DANFORTH RD ,, BIRCHMOUNT RD ,,07/16/1969,43.707040000,-79.268110000,06-10-2016,12128,953
418, DANFORTH RD ,, WARDEN AVE ,,01/31/1958,43.697260000,-79.274810000,05-06-2015,15485,385
419, LAWRENCE AVE E ,, GREENCEDAR CRCT , GREENBRAE CRCT ,08/13/1964,43.758170000,-79.233060000,03-30-2011,18245,884
420, LAWRENCE AVE E ,, MARKHAM RD ,,10/04/1959,43.759810000,-79.225310000,04-12-2014,25775,4798
421, LAWRENCE AVE W ,, DUPLEX AVE , JEDBURGH RD ,01/04/1946,43.724400000,-79.405600000,08-08-2011,16248,593
422, LAWRENCE AVE W ,, LEDBURY ST ,,12/28/1964,43.720860000,-79.422460000,06-06-2013,16089,493
423, BATHURST ST ,, LAWRENCE AVE W ,,06/09/1956,43.719290000,-79.429760000,04-11-2015,22429,3429
424, LAWRENCE AVE W ,, VARNA DR ,,10/30/1978,43.717480000,-79.437700000,06-10-2013,15584,175
425, LAWRENCE AVE W ,, MARLEE AVE , PRIVATE ACCESS ,12/21/1961,43.715600000,-79.446500000,06-18-2013,26015,2862
426, DUFFERIN ST ,, LAWRENCE AVE W ,,01/31/1958,43.714070000,-79.454700000,04-09-2016,29053,2378
427, LAWRENCE AVE W ,, CALEDONIA RD ,,09/08/1957,43.711480000,-79.466580000,06-24-2013,26171,930
428, KEELE ST ,, LAWRENCE AVE W ,,02/13/1957,43.708710000,-79.478050000,04-18-2016,28931,6505
429, LAWRENCE AVE W ,, CULFORD RD ,,05/17/1961,43.706390000,-79.487670000,05-25-2011,21351,1630
430, JANE ST ,, LAWRENCE AVE W ,,01/31/1958,43.702890000,-79.503770000,03-03-2011,25776,4386
431, WESTON RD ,, LAWRENCE AVE W ,,01/31/1958,43.700140000,-79.516240000,07-04-2016,15780,4089
432, LAWRENCE AVE W ,, SCARLETT RD ,,01/31/1958,43.698160000,-79.523280000,12-05-2016,17799,265
433, DIXON RD ,, ROYAL YORK RD , ST PHILLIPS RD ,02/16/1960,43.699860000,-79.534200000,04-16-2016,18293,403
434, DIXON RD ,, ISLINGTON AVE ,,01/31/1958,43.697080000,-79.546720000,04-29-2014,31673,1581
435, DIXON RD ,, KIPLING AVE ,,09/18/1959,43.694300000,-79.558650000,12-13-2014,21477,1693
436, DIXON RD ,, CELESTINE DR ,,06/12/1962,43.693406808,-79.562481344,04-03-2014,14048,241
437, DIXON RD ,, MARTIN GROVE RD ,,07/17/1960,43.691600000,-79.570840000,06-11-2016,18377,352
438, EGLINTON AVE W ,, ROSTREVOR RD ,,04/19/1977,43.700300000,-79.428810000,05-21-2013,13794,1025
439, BROADVIEW AVE ,, CHESTER HILL RD ,,08/28/1950,43.681280000,-79.357670000,02-05-2013,9311,833
440, BROADVIEW AVE ,, MORTIMER AVE , POTTERY RD ,01/31/1958,43.683910000,-79.356940000,02-28-2017,14845,1027
441, BROADVIEW AVE ,, COSBURN AVE ,,01/31/1958,43.688540000,-79.355240000,01-30-2013,10153,544
442, O CONNOR DR ,, PAPE AVE ,,01/31/1958,43.693230000,-79.350260000,04-22-2017,20064,846
443, O CONNOR DR ,, DONLANDS AVE ,,01/31/1958,43.694710000,-79.343090000,08-30-2010,18634,366
444, O CONNOR DR ,, DON MILLS RD ,,12/12/1958,43.695570000,-79.339630000,04-20-2016,27109,84
445, O CONNOR DR ,, COXWELL AVE , COXWELL BLVD ,01/31/1958,43.697770000,-79.329470000,01-17-2018,19888,279
446, O CONNOR DR ,, WOODBINE AVE ,,01/31/1958,43.700150000,-79.319050000,08-03-2016,30375,136
447, O CONNOR DR ,, ST CLAIR AVE E ,,01/31/1958,43.705390000,-79.312850000,04-22-2017,25974,684
448, O CONNOR DR ,, BERMONDSEY RD , YARDLEY AVE ,01/31/1958,43.712470000,-79.307440000,04-25-2016,14156,186
449, O CONNOR DR ,, VICTORIA PARK AVE , EGLINTON SQ ,01/31/1958,43.723380000,-79.302070000,05-03-2014,27980,1929
450, EGLINTON AVE E ,, EGLINTON SQ ,,01/31/1958,43.724930000,-79.300470000,05-03-2010,29192,446
451, EGLINTON AVE E ,, VICTORIA PARK AVE ,,01/31/1958,43.724740000,-79.302640000,03-11-2013,33095,2166
452, EGLINTON AVE E ,, PHARMACY AVE ,,01/31/1958,43.725660000,-79.297470000,02-27-2012,33335,1396
453, EGLINTON AVE E ,, LESLIE ST ,,11/15/1958,43.717030000,-79.349900000,05-03-2014,35069,194
454, DON MILLS RD ,, EGLINTON AVE E ,,01/29/1957,43.720500000,-79.338880000,05-15-2013,45185,2597
455, EGLINTON AVE E ,, BERMONDSEY RD , SLOANE AVE ,06/19/1958,43.726020000,-79.313490000,02-01-2011,29625,1016
456, EGLINTON AVE E ,, WARDEN AVE ,,11/17/1955,43.727870000,-79.287610000,05-06-2015,35905,1947
457, EGLINTON AVE E ,, SINNOTT RD ,,11/28/1995,43.729380000,-79.280700000,04-26-2012,19797,672
458, EGLINTON AVE E ,, BIRCHMOUNT RD ,,10/17/1958,43.729990000,-79.277840000,09-13-2010,39450,3069
459, EGLINTON AVE E ,, IONVIEW RD , PRIVATE ACCESS ,06/14/1964,43.731480000,-79.271200000,04-03-2012,18929,585
460, EGLINTON AVE E ,, KENNEDY RD ,,11/24/1955,43.732240000,-79.267970000,06-10-2013,29069,1957
461, EGLINTON AVE E ,, MIDLAND AVE ,,07/21/1958,43.734550000,-79.258100000,03-28-2012,30334,2723
